Offspring.ID,Loci.typed,Candidate.mother.ID,Loci.typed.1,Pair.loci.compared,Pair.loci.mismatching,Pair.LOD.score,Pair.Delta,Pair.confidence,Candidate.father.ID,Loci.typed.2,Pair.loci.compared.1,Pair.loci.mismatching.1,Pair.LOD.score.1,Pair.Delta.1,Pair.confidence.1,Trio.loci.compared,Trio.loci.mismatching,Trio.LOD.score,Trio.Delta,Trio.confidence,expt,tank,SpawnType,rep
Tank2_1,71,YK78_1,69,67,1,11.1,11.1,*,OG36_2,70,67,0,10.1,10.1,*,70,1,30.4,30.4,*,1,2,factorial,2
Tank2_9,71,YK78_1,69,67,0,10.9,10.9,*,OG36_2,70,67,0,6.43,6.43,*,70,0,26,24.8,*,1,2,factorial,2
Tank2_17,70,YK78_1,69,66,0,16.4,16.4,*,OB43_2,71,68,0,4.9,4.9,*,70,1,26.8,20.8,*,1,2,factorial,2
Tank2_25,71,YR13_1,71,68,0,12.7,12.7,*,OG36_2,70,67,0,10.4,10.4,*,71,0,26,26,*,1,2,factorial,2
Tank2_33,70,YK78_1,69,66,0,14.8,14.8,*,OG36_2,70,66,0,8.65,8.65,*,69,0,32.9,30.5,*,1,2,factorial,2
Tank2_41,70,YK78_1,69,67,0,11.5,10.5,*,OG36_2,70,66,0,9.28,9.28,*,69,0,30.4,30.4,*,1,2,factorial,2
Tank2_49,71,YK78_1,69,67,0,12,12,*,OG36_2,70,67,0,9.85,9.85,*,70,0,31.5,31.5,*,1,2,factorial,2
Tank2_57,71,YK78_1,69,67,0,12.1,12.1,*,OG36_2,70,67,0,6.38,6.38,*,70,0,26.9,26.3,*,1,2,factorial,2
Tank2_65,70,YO24_1,74,70,0,6.95,6.95,*,OG36_2,70,66,0,6.54,6.54,*,70,0,22.3,22.3,*,1,2,factorial,2
Tank2_73,70,YO24_1,74,70,0,8.33,7.21,*,OB43_2,71,68,0,13.4,13.4,*,70,0,27.3,13.4,*,1,2,factorial,2
Tank2_81,71,YK78_1,69,67,0,11.6,11.6,*,OG36_2,70,67,0,9.87,9.87,*,70,0,29.4,29.4,*,1,2,factorial,2
Tank2_89,71,YR13_1,71,68,0,8.27,8.27,*,OB49_2,73,70,0,12.2,11,*,71,0,25.5,20.1,*,1,2,factorial,2
Tank2_2,71,YO24_1,74,71,0,10.2,8.31,*,OB43_2,71,68,0,8.43,8.43,*,71,0,24,22.3,*,1,2,factorial,2
Tank2_10,71,YO24_1,74,71,0,12.2,11.5,*,OB43_2,71,68,0,9.42,6.83,*,71,0,29.6,18.5,*,1,2,factorial,2
Tank2_18,71,YR13_1,71,68,0,10.5,10.5,*,OB49_2,73,70,0,6.68,6.68,*,71,0,21.2,16.5,*,1,2,factorial,2
Tank2_26,71,YK78_1,69,67,0,13.8,13.8,*,OB49_2,73,70,0,7.43,7.43,*,71,0,27.9,27.9,*,1,2,factorial,2
Tank2_34,71,YR13_1,71,68,1,3.61,3.61,*,OB43_2,71,68,0,10.2,5.94,*,71,1,18.2,17.3,*,1,2,factorial,2
Tank2_42,71,YK78_1,69,67,0,12.5,12.5,*,OG36_2,70,67,0,8.28,8.28,*,70,0,30.7,30.7,*,1,2,factorial,2
Tank2_50,71,YK78_1,69,67,0,13.3,13.3,*,OG36_2,70,67,0,9.52,9.52,*,70,0,31.3,27.8,*,1,2,factorial,2
Tank2_58,69,YR13_1,71,66,0,8.86,8.86,*,OG36_2,70,66,0,15.8,15.8,*,69,0,28.9,22.1,*,1,2,factorial,2
Tank2_66,71,YR13_1,71,68,0,7.72,5.25,*,OB43_2,71,68,0,10.3,10.3,*,71,0,22.3,18.4,*,1,2,factorial,2
Tank2_74,71,YK78_1,69,67,0,10.5,10.5,*,OB49_2,73,70,0,12.6,12.6,*,71,1,24.6,24.6,*,1,2,factorial,2
Tank2_82,71,YR13_1,71,68,0,8.72,8.72,*,OB43_2,71,68,0,11.4,9.72,*,71,0,24.2,13.8,*,1,2,factorial,2
Tank2_90,71,YO24_1,74,71,0,13.8,13.8,*,OB49_2,73,70,0,10.9,10.9,*,71,0,29.8,28.1,*,1,2,factorial,2
Tank2_3,71,YO24_1,74,71,0,13.3,13.3,*,OB49_2,73,70,0,10.2,10.2,*,71,0,29,21.6,*,1,2,factorial,2
Tank2_11,71,YK78_1,69,67,0,13.9,13.9,*,OB49_2,73,70,0,10.3,10.3,*,71,0,30.3,30.3,*,1,2,factorial,2
Tank2_19,71,YR13_1,71,68,1,5.02,5.02,*,OB43_2,71,68,0,12.5,12.5,*,71,1,21.3,15.7,*,1,2,factorial,2
Tank2_27,70,YR13_1,71,67,1,5.73,5.73,*,OG36_2,70,67,0,8.34,8.34,*,70,1,18.4,18.4,*,1,2,factorial,2
Tank2_35,70,YO24_1,74,70,0,6.03,6.03,*,OG36_2,70,67,0,7.07,7.07,*,70,0,21.4,21.4,*,1,2,factorial,2
Tank2_43,71,YO24_1,74,71,0,10.6,10.6,*,OB43_2,71,68,0,10.2,8.12,*,71,0,26.5,13.5,*,1,2,factorial,2
Tank2_51,71,YR13_1,71,68,0,10.2,10.2,*,OB49_2,73,70,0,6.71,6.71,*,71,0,21.9,21.9,*,1,2,factorial,2
Tank2_59,70,YO24_1,74,70,0,6.92,6.92,*,OG36_2,70,67,0,4.66,2.02,*,70,0,19.2,7.64,*,1,2,factorial,2
Tank2_67,71,YK78_1,69,67,0,12.7,12.7,*,OB43_2,71,68,0,9.83,9.83,*,71,1,28.1,28.1,*,1,2,factorial,2
Tank2_75,71,YO24_1,74,71,0,10.9,10.9,*,OB49_2,73,70,0,11.1,11.1,*,71,0,27.4,27.4,*,1,2,factorial,2
Tank2_83,71,YR13_1,71,68,0,9.94,9.94,*,OB43_2,71,68,0,9.44,9.44,*,71,0,23.5,15.5,*,1,2,factorial,2
Tank2_91,71,YK78_1,69,67,0,12.7,12.7,*,OB49_2,73,70,0,11.2,11.2,*,71,1,25.3,25.3,*,1,2,factorial,2
Tank2_4,71,YO24_1,74,71,0,10.5,10.5,*,OB49_2,73,70,0,9.97,5.07,*,71,0,25.4,11.6,*,1,2,factorial,2
Tank2_12,71,YO24_1,74,71,0,6.13,6.13,*,OB43_2,71,68,0,13.5,13.5,*,71,0,25.3,25.3,*,1,2,factorial,2
Tank2_20,71,YO24_1,74,71,0,10.2,10.2,*,OB43_2,71,68,0,11,11,*,71,0,27.2,19.5,*,1,2,factorial,2
Tank2_28,71,YO24_1,74,71,0,11.3,11.3,*,OB49_2,73,70,0,9.65,9.65,*,71,0,26.3,18.2,*,1,2,factorial,2
Tank2_36,71,YR13_1,71,68,0,6.69,6.69,*,OB49_2,73,70,0,10.3,10.3,*,71,0,22.6,20.1,*,1,2,factorial,2
Tank2_44,71,YR13_1,71,68,0,7.44,7.44,*,OB49_2,73,70,0,12.2,12.2,*,71,0,24.9,24.9,*,1,2,factorial,2
Tank2_52,71,YR13_1,71,68,1,5.58,5.58,*,OG36_2,70,67,0,9.52,9.52,*,71,1,19.2,18.7,*,1,2,factorial,2
Tank2_60,70,YO24_1,74,70,0,7.69,1.07,*,OG36_2,70,66,0,1.16,1.16,*,70,0,17.9,10.8,*,1,2,factorial,2
Tank2_68,71,YK78_1,69,67,0,14,14,*,OB49_2,73,70,0,9.29,9.29,*,71,1,25.1,25.1,*,1,2,factorial,2
Tank2_76,71,YR13_1,71,68,0,5.28,2.3,*,OB49_2,73,70,0,8.63,7.36,*,71,1,16.2,6.64,*,1,2,factorial,2
Tank2_84,71,YO24_1,74,71,0,7.92,7.46,*,OG36_2,70,67,0,5.39,5.39,*,71,0,23.3,22.4,*,1,2,factorial,2
Tank2_5,69,YR13_1,71,66,1,3.5,1.69,*,OB49_2,73,68,0,6.49,5.88,*,69,1,15.4,12.8,*,1,2,factorial,2
Tank2_13,70,YR13_1,71,67,1,7.21,7.21,*,OB49_2,73,69,0,8.18,4.07,*,70,1,20.6,8.73,*,1,2,factorial,2
Tank2_21,70,YR13_1,71,67,0,9.16,9.16,*,OB43_2,71,67,0,8.95,8.95,*,70,0,23,23,*,1,2,factorial,2
Tank2_29,71,YO24_1,74,71,0,6.69,6.69,*,OG36_2,70,67,0,6.22,6.22,*,71,0,22.6,22.6,*,1,2,factorial,2
Tank2_37,71,YR13_1,71,68,1,5.49,3.94,*,OG36_2,70,67,0,6.13,6.13,*,71,1,15.8,8.1,*,1,2,factorial,2
Tank2_45,71,YO24_1,74,71,0,13.7,11.4,*,OB43_2,71,68,0,8.06,7.49,*,71,0,29.7,18.8,*,1,2,factorial,2
Tank2_53,71,YK78_1,69,67,0,12.4,12.4,*,OG36_2,70,67,0,7.15,7.15,*,70,0,29,29,*,1,2,factorial,2
Tank2_61,71,YK78_1,69,67,0,13.6,13.6,*,OB43_2,71,68,0,10.3,10.3,*,71,0,32,26,*,1,2,factorial,2
Tank2_69,71,YR13_1,71,68,0,11.8,11.8,*,OG36_2,70,67,0,11,11,*,71,0,26.2,26.2,*,1,2,factorial,2
Tank2_77,71,YR13_1,71,68,0,11.6,11.6,*,OB43_2,71,68,0,8.78,8.78,*,71,0,22.7,19.3,*,1,2,factorial,2
Tank2_85,71,YK78_1,69,67,0,14,13.7,*,OG36_2,70,67,0,6.02,6.02,*,70,0,29.1,29.1,*,1,2,factorial,2
Tank2_6,71,YR13_1,71,68,0,12.1,12.1,*,OB43_2,71,68,0,10.8,10.8,*,71,0,26.1,26.1,*,1,2,factorial,2
Tank2_14,71,YK78_1,69,67,0,12,12,*,OG36_2,70,67,0,8.79,8.79,*,70,0,29,29,*,1,2,factorial,2
Tank2_22,71,YR13_1,71,68,0,8.28,8.28,*,OB49_2,73,70,0,10.7,10.7,*,71,0,23.4,17.9,*,1,2,factorial,2
Tank2_30,71,YK78_1,69,67,0,11,11,*,OG36_2,70,67,0,6.08,6.08,*,70,0,27.2,22.6,*,1,2,factorial,2
Tank2_38,70,YR13_1,71,67,1,2.37,2.37,*,OG36_2,70,67,0,8.51,6.35,*,70,1,14.9,14.9,*,1,2,factorial,2
Tank2_46,71,YK78_1,69,67,1,9.55,9.55,*,OG36_2,70,67,0,8.09,8.09,*,70,1,25,25,*,1,2,factorial,2
Tank2_54,71,YR13_1,71,68,0,7.45,7.45,*,OB49_2,73,70,0,11.4,11.4,*,71,0,24.1,24.1,*,1,2,factorial,2
Tank2_62,71,YK78_1,69,67,0,12.9,12.9,*,OB49_2,73,70,0,9.27,9.27,*,71,1,26.5,26.5,*,1,2,factorial,2
Tank2_70,71,YK78_1,69,67,0,15.1,15.1,*,OB43_2,71,68,0,9.24,9.24,*,71,1,29.5,23.2,*,1,2,factorial,2
Tank2_78,71,YR13_1,71,68,0,7.25,3.58,*,OB49_2,73,70,0,9.04,9.04,*,71,0,21.8,15.9,*,1,2,factorial,2
Tank2_86,71,YR13_1,71,68,0,9.01,9.01,*,OB49_2,73,70,0,9.46,9.46,*,71,0,22.4,19.2,*,1,2,factorial,2
Tank2_7,71,YK78_1,69,67,0,13.9,13.9,*,OG36_2,70,67,0,8,8,*,70,0,32.7,32.4,*,1,2,factorial,2
Tank2_15,70,YR13_1,71,67,0,8.3,8.3,*,OB49_2,73,69,0,9.24,9.24,*,70,0,22.4,12,*,1,2,factorial,2
Tank2_23,71,YO24_1,74,71,0,10.8,10.8,*,OG36_2,70,67,0,2.54,2.54,*,71,0,22.4,22.4,*,1,2,factorial,2
Tank2_31,70,YR13_1,71,67,0,6.41,6.41,*,OG36_2,70,67,0,6.12,2.68,*,70,0,17.2,13.3,*,1,2,factorial,2
Tank2_39,70,YR13_1,71,67,0,9.85,9.85,*,OG36_2,70,67,0,10.1,10.1,*,70,0,23.8,19,*,1,2,factorial,2
Tank2_47,71,YK78_1,69,67,0,12.7,12.7,*,OG36_2,70,67,0,6.77,6.77,*,70,0,28.9,26.8,*,1,2,factorial,2
Tank2_55,71,YR13_1,71,68,1,5.92,5.92,*,OG36_2,70,67,0,5.05,5.05,*,71,1,15.5,12.7,*,1,2,factorial,2
Tank2_63,71,YK78_1,69,67,0,13.3,13.3,*,OB49_2,73,70,0,8.32,8.32,*,71,1,25.3,22.2,*,1,2,factorial,2
Tank2_71,71,YO24_1,74,71,0,8.76,8.76,*,OB49_2,73,70,0,12.2,12.2,*,71,0,25,25,*,1,2,factorial,2
Tank2_79,71,YO24_1,74,71,0,15.2,15.2,*,OB49_2,73,70,0,12.2,12.2,*,71,0,32.5,32.5,*,1,2,factorial,2
Tank2_87,71,YK78_1,69,67,0,15.7,15.7,*,OB43_2,71,68,0,8.54,8.54,*,71,1,30.1,30.1,*,1,2,factorial,2
Tank2_8,70,YR13_1,71,68,0,13.5,13.5,*,OB43_2,71,67,0,10.6,10.6,*,70,0,28.4,28.4,*,1,2,factorial,2
Tank2_16,71,YO24_1,74,71,0,10.6,10.6,*,OB43_2,71,68,0,6.9,5.51,*,71,0,24.1,18.2,*,1,2,factorial,2
Tank2_24,71,YO24_1,74,71,0,5.92,5.92,*,OG36_2,70,67,0,3.39,3.39,*,71,0,18.1,18.1,*,1,2,factorial,2
Tank2_32,71,YK78_1,69,67,0,14.8,14.8,*,OB49_2,73,70,0,7.22,7.22,*,71,0,28.7,23.6,*,1,2,factorial,2
Tank2_40,71,YR13_1,71,68,0,9.09,9.09,*,OB43_2,71,68,0,11.6,11.6,*,71,0,24.3,16,*,1,2,factorial,2
Tank2_48,70,YR13_1,71,67,0,11.6,11.6,*,OB43_2,71,67,0,7.13,7.13,*,70,0,22.8,22.8,*,1,2,factorial,2
Tank2_56,71,YO24_1,74,71,0,10.4,10.4,*,OB49_2,73,70,0,9,9,*,71,0,24,24,*,1,2,factorial,2
Tank2_64,69,YO24_1,74,69,0,7.12,7.12,*,OG36_2,70,65,0,5.39,5.39,*,69,0,21.2,21.2,*,1,2,factorial,2
Tank2_72,70,YK78_1,69,66,0,14.5,14.5,*,OB43_2,71,67,0,8.4,8.27,*,70,0,31.2,15.3,*,1,2,factorial,2
Tank2_80,70,YR13_1,71,67,0,9.18,9.18,*,OB43_2,71,67,0,9.87,9.87,*,70,0,21.2,11.3,*,1,2,factorial,2
Tank2_88,69,YR13_1,71,66,0,13.5,9.87,*,OG36_2,70,66,0,8.33,8.33,*,69,0,26.3,26.3,*,1,2,factorial,2
2_Tank3_1,70,OC08_1,72,68,0,10.9,10.9,*,YB86_2,70,66,0,10.9,10.9,*,68,0,27.2,27.2,*,1,3,factorial,3
2_Tank3_9,70,OC08_1,72,68,0,10.1,10.1,*,YB86_2,70,66,0,12.4,12.4,*,68,0,25.5,25.5,*,1,3,factorial,3
2_Tank3_17,69,OC08_1,72,67,0,7.68,7.68,*,YB95_2,72,68,0,13.7,13.7,*,68,0,29.1,29.1,*,1,3,factorial,3
2_Tank3_25,69,OC08_1,72,67,0,7.74,7.74,*,YB86_2,70,65,0,9.32,9.32,*,67,0,20.5,19.8,*,1,3,factorial,3
2_Tank3_33,70,YX35_1,71,67,0,8.78,8.26,*,YB95_2,72,69,0,9.94,9.94,*,69,0,27.5,16.7,*,1,3,factorial,3
2_Tank3_41,69,OC08_1,72,67,0,10.4,10.4,*,YB95_2,72,68,0,8.56,8.56,*,68,0,25.6,22.9,*,1,3,factorial,3
2_Tank3_49,70,OC08_1,72,68,0,3.18,1.7,*,YB95_2,72,69,1,6.68,6.68,*,69,1,15.2,15.2,*,1,3,factorial,3
2_Tank3_57,70,YX35_1,71,67,1,5.98,5.98,*,YB99_2,72,69,0,8.64,8.64,*,69,1,20.1,19.8,*,1,3,factorial,3
2_Tank3_65,70,OI04_1,71,68,0,7.25,7.25,*,YB99_2,72,69,0,11.2,11.2,*,69,0,24.4,24.4,*,1,3,factorial,3
2_Tank3_73,69,YX35_1,71,67,0,4.47,4.47,*,YB95_2,72,68,0,11.3,11.3,*,68,0,25.1,24.9,*,1,3,factorial,3
2_Tank3_81,70,OC08_1,72,68,0,8.14,8.14,*,YB95_2,72,69,1,4.84,4.84,*,69,1,17.5,15.3,*,1,3,factorial,3
2_Tank3_89,70,OI04_1,71,68,0,6.59,3.73,*,YB99_2,72,69,0,12,12,*,69,0,23.9,21.5,*,1,3,factorial,3
2_Tank3_2,70,OC08_1,72,68,0,3.15,3.15,*,YB95_2,72,69,0,15.5,15.5,*,69,0,25.1,21.8,*,1,3,factorial,3
2_Tank3_10,70,OI04_1,71,68,0,10.3,10.3,*,YB95_2,72,69,0,12,12,*,69,0,27.7,27.7,*,1,3,factorial,3
2_Tank3_18,67,OC08_1,72,65,0,11.4,11.4,*,YB95_2,72,66,0,10.2,10.2,*,66,0,28.1,28.1,*,1,3,factorial,3
2_Tank3_26,70,OI04_1,71,68,0,9.35,9.35,*,YB86_2,70,66,0,5.8,5.8,*,69,0,22.4,12.2,*,1,3,factorial,3
2_Tank3_34,70,OC08_1,72,68,0,5.22,5.22,*,YB95_2,72,69,0,12.4,12.4,*,69,0,25.4,24.9,*,1,3,factorial,3
2_Tank3_42,70,YX35_1,71,67,0,7.74,7.74,*,YB86_2,70,66,0,16.1,15.3,*,68,0,28,19.6,*,1,3,factorial,3
2_Tank3_50,69,OC08_1,72,67,0,8.81,8.81,*,YB95_2,72,68,0,9.81,9.81,*,68,0,26.2,26.2,*,1,3,factorial,3
2_Tank3_58,70,YX35_1,71,67,0,7.96,7.96,*,YB95_2,72,69,0,6.64,6.64,*,69,0,22.4,18.2,*,1,3,factorial,3
2_Tank3_66,70,YX35_1,71,67,1,7.45,7.45,*,YB86_2,70,66,0,13.9,13.9,*,68,1,26.8,25.6,*,1,3,factorial,3
2_Tank3_74,70,OC08_1,72,68,0,7.17,7.17,*,YB86_2,70,66,0,10.6,10.6,*,68,0,22.4,22.4,*,1,3,factorial,3
2_Tank3_82,70,YX35_1,71,67,0,9.59,9.59,*,YB99_2,72,69,1,3.22,3.22,*,69,1,17.9,17.9,*,1,3,factorial,3
2_Tank3_90,70,OC08_1,72,68,0,7.07,7.07,*,YB95_2,72,69,0,13.1,13.1,*,69,0,27.4,27.4,*,1,3,factorial,3
2_Tank3_3,63,OC08_1,72,61,0,4.96,4.96,*,YB95_2,72,62,1,6.04,6.04,*,62,1,16.6,16.6,*,1,3,factorial,3
2_Tank3_11,70,OC08_1,72,68,0,8.06,8.06,*,YB95_2,72,69,1,7.03,7.03,*,69,1,19.5,19.5,*,1,3,factorial,3
2_Tank3_19,70,OI04_1,71,68,0,9.29,9.29,*,YB86_2,70,66,0,9.96,9.96,*,69,0,27.9,27.9,*,1,3,factorial,3
2_Tank3_27,70,YX35_1,71,67,0,10.3,10.3,*,YB95_2,72,69,0,9.77,7.23,*,69,0,30,29.7,*,1,3,factorial,3
2_Tank3_35,70,OC08_1,72,68,0,8.94,8.94,*,YB95_2,72,69,1,6.28,6.28,*,69,1,20.5,19.6,*,1,3,factorial,3
2_Tank3_43,70,YX35_1,71,67,1,3.7,1.62,*,YB99_2,72,69,0,10.6,8.8,*,69,1,21.1,14.8,*,1,3,factorial,3
2_Tank3_51,70,YX35_1,71,67,0,10.9,10.9,*,YB86_2,70,66,0,11.6,11.6,*,68,0,27.3,27.3,*,1,3,factorial,3
2_Tank3_59,70,OI04_1,71,68,0,4.16,4.16,*,YB86_2,70,66,0,9.87,9.87,*,69,0,20.1,20.1,*,1,3,factorial,3
2_Tank3_67,69,OC08_1,72,67,0,9.98,9.98,*,YB86_2,70,65,0,9.13,9.13,*,67,0,24.6,19.8,*,1,3,factorial,3
2_Tank3_75,70,OC08_1,72,68,0,8.12,8.12,*,YB86_2,70,66,0,13.9,12.9,*,68,0,26.2,24.8,*,1,3,factorial,3
2_Tank3_83,70,OC08_1,72,68,0,8.05,5.81,*,YB86_2,70,66,0,10.8,10.8,*,68,0,25,25,*,1,3,factorial,3
2_Tank3_91,70,OI04_1,71,68,0,9.42,9.42,*,YB95_2,72,69,0,13.6,13.6,*,69,0,27.8,27.8,*,1,3,factorial,3
2_Tank3_4,70,OC08_1,72,68,0,6.73,6.73,*,YB95_2,72,69,1,7.09,7.09,*,69,1,18.9,18.9,*,1,3,factorial,3
2_Tank3_12,70,OC08_1,72,68,0,10.6,10.6,*,YB86_2,70,66,0,10.5,10.5,*,68,0,26.6,22.7,*,1,3,factorial,3
2_Tank3_20,70,OC08_1,72,68,0,8.33,8.33,*,YB95_2,72,69,1,7.04,7.04,*,69,1,21.4,21.4,*,1,3,factorial,3
2_Tank3_28,70,OC08_1,72,68,0,11.5,11.5,*,YB86_2,70,66,0,12,12,*,68,0,27.6,20.3,*,1,3,factorial,3
2_Tank3_36,70,YX35_1,71,67,1,6.2,6.2,*,YB86_2,70,66,0,11.9,11.9,*,68,1,23.7,21,*,1,3,factorial,3
2_Tank3_44,70,OI04_1,71,68,0,10.1,10.1,*,YB99_2,72,69,0,7.27,5.02,*,69,0,22.8,18.5,*,1,3,factorial,3
2_Tank3_52,70,YX35_1,71,67,0,7.39,7.39,*,YB99_2,72,69,0,6.77,6.77,*,69,0,21.7,21.7,*,1,3,factorial,3
2_Tank3_60,70,OC08_1,72,68,0,9.82,9.82,*,YB86_2,70,66,0,9.48,9.48,*,68,0,24.4,24.4,*,1,3,factorial,3
2_Tank3_68,69,OC08_1,72,67,0,11,11,*,YB86_2,70,65,0,9.19,9.19,*,67,0,25,24.1,*,1,3,factorial,3
2_Tank3_76,70,YX35_1,71,67,0,9.95,9.95,*,YB95_2,72,69,0,9.31,9.31,*,69,0,28.7,28.7,*,1,3,factorial,3
2_Tank3_84,70,YX35_1,71,67,0,9.32,9.32,*,YB99_2,72,69,0,5.9,5.9,*,69,0,21,21,*,1,3,factorial,3
2_Tank3_5,70,YX35_1,71,67,0,8.14,8.14,*,YB95_2,72,69,0,6.29,6.29,*,69,0,24.3,24.3,*,1,3,factorial,3
2_Tank3_13,70,YX35_1,71,67,0,11.5,11.5,*,YB86_2,70,66,0,11.5,11.5,*,68,0,30.9,20.3,*,1,3,factorial,3
2_Tank3_21,70,OI04_1,71,68,0,8.56,8.56,*,YB99_2,72,69,0,8.51,8.51,*,69,0,22.7,22.7,*,1,3,factorial,3
2_Tank3_29,70,OI04_1,71,68,0,9.03,9.03,*,YB95_2,72,69,1,13.1,13.1,*,69,1,26.1,26.1,*,1,3,factorial,3
2_Tank3_37,69,OC08_1,72,67,0,8.83,8.65,*,YB99_2,72,68,0,9.96,9.96,*,68,0,23.5,23.5,*,1,3,factorial,3
2_Tank3_45,70,YX35_1,71,67,0,7.15,7.15,*,YB95_2,72,69,0,13.4,13.4,*,69,0,31.3,31.3,*,1,3,factorial,3
2_Tank3_53,70,OC08_1,72,68,0,14.5,14.5,*,YB86_2,70,66,0,9.36,9.36,*,68,0,28.5,26.3,*,1,3,factorial,3
2_Tank3_61,70,YX35_1,71,67,0,9.79,9.79,*,YB99_2,72,69,1,3.61,3.61,*,69,1,19.4,19.4,*,1,3,factorial,3
2_Tank3_69,70,OC08_1,72,68,0,12.4,12.4,*,YB86_2,70,66,0,13.3,13.3,*,68,0,30.2,30.2,*,1,3,factorial,3
2_Tank3_77,69,OC08_1,72,67,0,5.11,5.11,*,YB99_2,72,68,0,10,10,*,68,0,19,19,*,1,3,factorial,3
2_Tank3_85,70,OI04_1,71,68,0,8.23,8.23,*,YB86_2,70,66,0,7.85,7.85,*,69,0,23.9,23.9,*,1,3,factorial,3
2_Tank3_6,69,OI04_1,71,67,0,7.52,2.79,*,YB99_2,72,68,0,11.3,11.3,*,68,0,24.6,23.6,*,1,3,factorial,3
2_Tank3_14,70,OC08_1,72,68,0,7.52,7.52,*,YB95_2,72,69,1,9.56,9.56,*,69,1,21.9,21.9,*,1,3,factorial,3
2_Tank3_22,70,OI04_1,71,68,0,5.42,3.07,*,YB99_2,72,69,0,8.58,8.58,*,69,0,19.9,15.1,*,1,3,factorial,3
2_Tank3_30,69,OC08_1,72,67,0,6.9,6.9,*,YB95_2,72,68,0,9.61,9.61,*,68,0,22.6,22.6,*,1,3,factorial,3
2_Tank3_38,69,OC08_1,72,67,0,11.9,11.9,*,YB86_2,70,65,0,14.3,14.3,*,67,0,29.8,29.8,*,1,3,factorial,3
2_Tank3_46,70,YX35_1,71,67,0,6.7,6.7,*,YB95_2,72,69,0,8.38,8.38,*,69,0,25.7,25.7,*,1,3,factorial,3
2_Tank3_54,70,OC08_1,72,68,0,11.8,11.8,*,YB86_2,70,66,0,9.93,9.93,*,68,0,26.9,20.3,*,1,3,factorial,3
2_Tank3_62,70,YX35_1,71,67,0,5.76,5.76,*,YB95_2,72,69,0,12.1,12.1,*,69,0,27.5,22.7,*,1,3,factorial,3
2_Tank3_70,70,YX35_1,71,67,0,8.65,8.65,*,YB86_2,70,66,0,14.9,14.9,*,68,0,29.1,23.3,*,1,3,factorial,3
2_Tank3_86,70,OC08_1,72,68,0,3.91,3.91,*,YB95_2,72,69,0,13.2,13.2,*,69,0,25,20.9,*,1,3,factorial,3
2_Tank3_7,69,OC08_1,72,67,0,9.74,9.74,*,YB99_2,72,68,0,10.1,10.1,*,68,0,24,24,*,1,3,factorial,3
2_Tank3_15,70,YX35_1,71,67,1,9.01,9.01,*,YB86_2,70,66,0,8.97,8.97,*,68,1,23.9,22.7,*,1,3,factorial,3
2_Tank3_23,70,OI04_1,71,68,0,8.07,8.07,*,YB95_2,72,69,0,15.1,15.1,*,69,0,28.7,28.7,*,1,3,factorial,3
2_Tank3_31,70,OC08_1,72,68,0,10.3,10.3,*,YB86_2,70,66,0,9.5,9.5,*,68,0,23.9,23.9,*,1,3,factorial,3
2_Tank3_39,70,OC08_1,72,68,0,6.32,6.32,*,YB95_2,72,69,0,11.1,11.1,*,69,0,25.2,25.2,*,1,3,factorial,3
2_Tank3_47,70,OC08_1,72,68,0,11.6,11.6,*,YB86_2,70,66,0,7.25,7.25,*,68,0,24.4,24.4,*,1,3,factorial,3
2_Tank3_63,70,OC08_1,72,68,0,6.25,6.25,*,YB95_2,72,69,0,12.3,12.3,*,69,0,26.3,26.3,*,1,3,factorial,3
2_Tank3_71,70,OI04_1,71,68,0,4.88,4.88,*,YB86_2,70,66,0,11.5,11.5,*,69,0,22.8,19.2,*,1,3,factorial,3
2_Tank3_79,70,OC08_1,72,68,0,11.3,11.3,*,YB99_2,72,69,0,8.47,8.47,*,69,0,24.9,24.9,*,1,3,factorial,3
2_Tank3_87,70,YX35_1,71,67,0,6.34,5.05,*,YB99_2,72,69,0,5.41,5.41,*,69,0,18.5,18.4,*,1,3,factorial,3
2_Tank3_8,70,YX35_1,71,67,0,7.28,7.28,*,YB99_2,72,69,0,6.74,6.74,*,69,0,20.6,20.6,*,1,3,factorial,3
2_Tank3_16,70,YX35_1,71,67,0,9.55,9.55,*,YB99_2,72,69,0,4.92,4.92,*,69,0,20.4,20.4,*,1,3,factorial,3
2_Tank3_24,70,OI04_1,71,68,0,9.58,9.58,*,YB99_2,72,69,0,5.48,5.48,*,69,0,19.7,19.4,*,1,3,factorial,3
2_Tank3_32,70,YX35_1,71,67,0,8.57,8.57,*,YB95_2,72,69,0,10.2,10.2,*,69,0,26.9,26.9,*,1,3,factorial,3
2_Tank3_40,70,OC08_1,72,68,0,9.52,9.52,*,YB99_2,72,69,0,7.7,7.7,*,69,0,22.3,20.3,*,1,3,factorial,3
2_Tank3_48,70,OC08_1,72,68,0,7.93,6.2,*,YB95_2,72,69,0,11,11,*,69,0,26.5,26.5,*,1,3,factorial,3
2_Tank3_56,70,YX35_1,71,67,1,1.64,1.34,*,YB95_2,72,69,0,13.7,13.7,*,69,1,24,12.6,*,1,3,factorial,3
2_Tank3_64,70,YX35_1,71,67,0,3.69,1.68,*,YB95_2,72,69,0,9.42,9.42,*,69,0,23.2,12.5,*,1,3,factorial,3
2_Tank3_72,69,OI04_1,71,67,0,8.61,6.34,*,YB99_2,72,68,0,8.92,8.92,*,68,0,24.1,21.1,*,1,3,factorial,3
